id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1.50926E+18,1.50838E+18,1.64867E+12,3/30/2022 22:20,200,,@SpyVsSpy20 @cynthiacusack @addingtonbare1 Pfizer does not know this.  All they know is the amount of doses they shipped to where.  They don't know the records of every organisation who administered the vaccine.,en,[],[],2257135393,2257135393,ArtysHouse,Arty,3,22,https://twitter.com/ArtysHouse/status/1509264256671584256,[],[],0,,FALSE,0,1,0,,pfizer vaccine,,,,,,,"[{'screen_name': 'SpyVsSpy20', 'name': 'SpyVsSpy', 'id': '1119390311212388352'}, {'screen_name': 'cynthiacusack', 'name': 'Cynthia', 'id': '736802400'}, {'screen_name': 'addingtonbare1', 'name': 'PAddingtonbare1', 'id': '1481416071588741122'}]",,,,
1.50926E+18,1.50926E+18,1.64867E+12,3/30/2022 22:20,200,,"My 3rd pfizer vaccine tasted the best, didnt care for the johnson and johnson after taste",en,[],[],1.38965E+18,1.38965E+18,rogue_priest99,Navy Seal hero,3,22,https://twitter.com/rogue_priest99/status/1509264243178233864,[],[],0,,FALSE,2,0,0,,pfizer vaccine,,,,,,,[],,,,
1.50926E+18,1.50926E+18,1.64867E+12,3/30/2022 22:20,200,,"Dr. Paul Alexander, a COVID Consultant Researcher in EBM, Research Methodology, &amp; Clinical Epidemiology, who provided informal support to some members of Congress about the #vaccine &amp; the fake pandemic, said: #Pfizer offered him $1M &amp; $50K /mo for silence.  https://t.co/ACfhROEMVd",en,"['vaccine', 'pfizer']",[],1.28627E+18,1.28627E+18,StormProtocol,New Storm Protocol,3,22,https://twitter.com/StormProtocol/status/1509264217974599680,['https://citizens.news/603688.html'],[],0,,FALSE,0,1,0,,pfizer vaccine,,,,,,,[],,,,
1.50926E+18,1.50926E+18,1.64867E+12,3/30/2022 22:20,200,,"Following approval by the CDC and FDA, all Rite Aid locations in Ohio are now administering a second booster of Pfizer and Moderna's COVID-19 vaccines to those who are eligible.  https://t.co/rFqh8LtBkZ",en,[],[],33517296,33517296,wsyx6,WSYX ABC 6,3,22,https://twitter.com/wsyx6/status/1509264197963567104,['https://abc6onyourside.com/news/local/2nd-covid-19-boosters-available-at-all-ohio-rite-aid-locations-fda-cdc-coronavirus-vaccine-johnson-johnson-pfizer-moderna-3-30-2022'],[],0,,FALSE,0,0,0,,pfizer vaccine,,,,,,,[],,,,
1.50926E+18,1.50926E+18,1.64867E+12,3/30/2022 22:19,200,,@POTUS This has now become bullshit.  There is no vaccine ever been created in history that requires you to take this many shots.  I got the first two shots and the third booster. Will not get the fourth because in my opinion this is simply away to funnel money to Pfizer now.,en,[],[],8.19276E+17,8.19276E+17,GoumazDan,Dan Goumaz,3,22,https://twitter.com/GoumazDan/status/1509264076106616838,[],[],0,,FALSE,0,0,0,,pfizer vaccine,,,,,,,"[{'screen_name': 'POTUS', 'name': 'President Biden', 'id': '1349149096909668363'}]",,,,
1.50926E+18,1.50926E+18,1.64867E+12,3/30/2022 22:19,200,,"Walk-up COVID-19 Pfizer vaccine clinic for anyone age 5+.Thursday, April 28 4pm - 6pm @ 1700 G...  https://t.co/PywkBFT34A via @ParentS...  https://t.co/snYaeFbX6Z",en,[],[],237001347,237001347,BalDESIGNSchool,Balt Design School,3,22,https://twitter.com/BalDESIGNSchool/status/1509264040425574405,['https://psqr.io/fH5A_xqEJW'],['https://pbs.twimg.com/media/FPH7pVYXMAUzApr.jpg'],1,https://pbs.twimg.com/media/FPH7pVYXMAUzApr.jpg,FALSE,0,0,0,,pfizer vaccine,,,,,,,[],,,,
1.50926E+18,1.50919E+18,1.64867E+12,3/30/2022 22:19,200,,@DrCaliff_FDA Novavax vaccine approval way overdue.  Please provide Americans with a safe alternative.  Stop pandering to Pfizer.  Only 1 former FDA head allowed on Pfizer’s board at a time.,en,[],[],1.44994E+18,1.44994E+18,TECH23_2,TEC,3,22,https://twitter.com/TECH23_2/status/1509264023572914190,[],[],0,,FALSE,0,0,0,,pfizer vaccine,,,,,,,"[{'screen_name': 'DrCaliff_FDA', 'name': 'Dr. Robert M. Califf', 'id': '1493579439321620485'}]",,,,
1.50926E+18,1.50891E+18,1.64867E+12,3/30/2022 22:18,200,,"@Frances44271954 @jimmy_grogan @SubinthePub Just read the Pfizer documents concerning the vaccine they were forced to release due to a court order, that will do it for you",en,[],[],9.19299E+17,9.19299E+17,Mark35785935,Mark,3,22,https://twitter.com/Mark35785935/status/1509263707649413122,[],[],0,,FALSE,0,0,0,,pfizer vaccine,,,,,,,"[{'screen_name': 'Frances44271954', 'name': 'Frances Clark', 'id': '1444944174818627584'}, {'screen_name': 'jimmy_grogan', 'name': 'Jimmy Grogan', 'id': '1356085641746939905'}, {'screen_name': 'SubinthePub', 'name': 'David Southwell', 'id': '45501252'}]",,,,
1.50926E+18,1.50926E+18,1.64867E+12,3/30/2022 22:17,200,,When all those brainwashed bots and idiots were saying ''trust the science''.... I decided the only way I was going to do that was to do my own science...   I would never trust any of those scumbags at #Pfizer #AstraZeneca #Moderna #CDC all money grabbing bullshitters! #vaccines,en,"['pfizer', 'astrazeneca', 'moderna', 'cdc', 'vaccines']",[],1.4863E+18,1.4863E+18,misty_alche,Misty,3,22,https://twitter.com/misty_alche/status/1509263689530187780,[],[],0,,FALSE,1,0,0,,pfizer vaccine,,,,,,,[],,,,
1.50926E+18,1.50916E+18,1.64867E+12,3/30/2022 22:17,200,,@MrBrandonDavid @SpockTheVulcan3 Pfizer got me the vaccine,en,[],[],1.20964E+18,1.20964E+18,juice83272159,Juice,3,22,https://twitter.com/juice83272159/status/1509263679346429959,[],[],0,,FALSE,0,0,0,,pfizer vaccine,,,,,,,"[{'screen_name': 'MrBrandonDavid', 'name': 'Brandon', 'id': '909897275803041798'}, {'screen_name': 'SpockTheVulcan3', 'name': 'Spock', 'id': '1115561976'}]",,,,
1.50926E+18,1.50926E+18,1.64867E+12,3/30/2022 22:17,200,,"Join the community vaccine team this Sunday, April 3 from noon - 3 p.m. with Lennon-Seney United Methodist Church (2084 Dandridge Avenue).  Anyone is welcome to join this FREE COVID-19 &amp; Flu vaccination clinic offering flu, adult &amp; pediatric Pfizer, Moderna, and J&amp;J vaccines.  https://t.co/kTFG00iGMS",en,[],[],71344687,71344687,KnoxCoHealthTN,Knox County Health Department,3,22,https://twitter.com/KnoxCoHealthTN/status/1509263674380279808,[],['https://pbs.twimg.com/media/FPH7S9dWUAoFVQl.jpg'],1,https://pbs.twimg.com/media/FPH7S9dWUAoFVQl.jpg,FALSE,0,0,0,,pfizer vaccine,,,,,,,[],,,,
1.50926E+18,1.50893E+18,1.64867E+12,3/30/2022 22:17,200,,@esunachimba @KateEmerson88 @Simmotravels @NSWHealth Yale research here. Perhaps do your own research. Pfizer Ceo recently stated their vaccine wanes too. Sorry I can't copy link.  https://t.co/pbjUKv0zPm,en,[],[],9.78897E+17,9.78897E+17,saysgrumpysuzie,Suzie Leach,3,22,https://twitter.com/saysgrumpysuzie/status/1509263620823482368,[],['https://pbs.twimg.com/media/FPH7Q3GaQAARw-P.jpg'],1,https://pbs.twimg.com/media/FPH7Q3GaQAARw-P.jpg,FALSE,0,1,0,,pfizer vaccine,,,,,,,"[{'screen_name': 'esunachimba', 'name': 'Andrew', 'id': '2765820596'}, {'screen_name': 'KateEmerson88', 'name': 'Kate Emerson', 'id': '1695505166'}, {'screen_name': 'Simmotravels', 'name': 'Did everything right Simmo 💉💉', 'id': '156677140'}, {'screen_name': 'NSWHealth', 'name': 'NSW Health', 'id': '40778270'}]",,,,
1.50926E+18,1.50924E+18,1.64867E+12,3/30/2022 22:16,200,,"@TheRickyDavila Exactly the same. Boosted with Pfizer, masked whenever I leave the house. And I'm there for the 4th vaccine. Whatever I need to do to keep myself and others safe.",en,[],[],3168911364,3168911364,ScribeDeGryphon,Trapper 🇺🇦🌻,3,22,https://twitter.com/ScribeDeGryphon/status/1509263419219664897,[],[],0,,FALSE,0,0,0,,pfizer vaccine,,,,,,,"[{'screen_name': 'TheRickyDavila', 'name': 'Ricky Davila 🌻🇺🇦', 'id': '341190477'}]",,,,
1.50926E+18,1.50926E+18,1.64867E+12,3/30/2022 22:15,200,,ON-AIR: The Senior Manager for Affordable Medicines from the Department of @HealthZA Khadaija Jamaloodien speaks to @DenzilTaylor about the discarding of over 92 000 unused #Pfizer vaccines which will expire tomorrow. #POWERPerspective,en,"['pfizer', 'powerperspective']",[],1259161105,1259161105,Powerfm987,POWER 98.7,3,22,https://twitter.com/Powerfm987/status/1509262959964524549,[],[],0,,FALSE,3,4,1,,pfizer vaccine,,,,,,,[],,,,
1.50926E+18,1.50926E+18,1.64867E+12,3/30/2022 22:15,200,,"President Joe Biden is set to receive a second booster dose of the Pfizer COVID-19 vaccine on Wednesday, the White House announced, a day after federal regulators approved a fourth shot for those aged 50 and older.  https://t.co/ra84xw0Fo1",en,[],[],21322076,21322076,ABC7Amarillo,ABC 7 Amarillo,3,22,https://twitter.com/ABC7Amarillo/status/1509262939861110785,['https://abc7amarillo.com/news/nation-world/biden-administration-launches-covid-website-for-1-stop-info-coronavirus-covidgov-centers-for-disease-control-and-prevention-china-test-kits-treatment-status-updates'],[],0,,FALSE,0,0,0,,pfizer vaccine,,,,,,,[],,,,
1.50926E+18,1.50926E+18,1.64867E+12,3/30/2022 22:15,200,,"President Biden called on Congress to pass billions in additional funding to fight the COVID-19 pandemic, as he received a second booster dose of the Pfizer vaccine a day after federal regulators approved a fourth shot for those aged 50 and older.  https://t.co/NvMbk8ZD2P",en,[],[],15145111,15145111,KTULNews,NewsChannel 8 | KTUL,3,22,https://twitter.com/KTULNews/status/1509262939840262144,['https://ktul.com/news/nation-world/biden-administration-launches-covid-website-for-1-stop-info-coronavirus-covidgov-centers-for-disease-control-and-prevention-china-test-kits-treatment-status-updates'],[],0,,FALSE,0,0,0,,pfizer vaccine,,,,,,,[],,,,
